doc_id;datetime;text;media;alt_text;likes;reposts;replies;username;handle;user_description;user_image;user_followers;commented_post;sponsored;target;condition;sequence
11;02.05.24 20:30;Staying hydrated is key to maintaining energy levels. Make sure to drink water throughout the day! #Hydration;https://images.unsplash.com/photo-1583167611236-9071a5972ebd?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;105;18;9;Fitness and Hydration;FitAndHydrate;Sharing fitness tips and the importance of staying hydrated.;https://images.unsplash.com/photo-1644225450138-9f4f9e2d4582?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;5400;0;0;;descriptive;11
12;02.05.24 20:45;Dinner tonight: a colorful salad that's as good for my body as it is for my Instagram feed. #EatTheRainbow;https://images.unsplash.com/photo-1529059997568-3d847b1154f0?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;88;16;11;Healthy Eats;HealthyEatsHome;Sharing simple and healthy meal ideas that don't skimp on flavor.;https://images.unsplash.com/photo-1620706857370-e1b9770e8bb1?q=80&w=3764&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4900;0;0;;descriptive;12
13;02.05.24 11:00;Today's mindfulness challenge: Notice 5 things during your day that usually go unnoticed. Could be the sound of birds or the pattern of clouds. #MindfulLiving;;Image showing …;85;16;12;Daily Zen Seeker;DailyZen;A mindfulness enthusiast helping others find calm in everyday life.;https://images.unsplash.com/photo-1532009877282-3340270e0529?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4100;0;0;;descriptive;13
14;02.05.24 20:05;Evening tip: Cut down on sugar by opting for natural sweeteners like honey or maple syrup. Better for you and still delicious! #SugarSwap;https://images.unsplash.com/photo-1611338468724-92490a2b4b64?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;125;27;23;Healthy Eats;HealthyEatsHome;Sharing simple and healthy meal ideas that don't skimp on flavor.;https://images.unsplash.com/photo-1620706857370-e1b9770e8bb1?q=80&w=3764&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4900;0;0;;descriptive;14
15;02.05.24 07:30;Kickstart your day with Oprah's morning ritual: 20 minutes of meditation for inner peace. #MorningMeditation;https://images.unsplash.com/photo-1522075782449-e45a34f1ddfb?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;131;29;24;Mindful Mornings;MindfulAM;Helping you start your day with peace and positivity.;https://images.unsplash.com/photo-1506126613408-eca07ce68773?q=80&w=2202&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;5000;0;0;;descriptive;15
16;02.05.24 20:30;This weekend's project: DIY yoga mats from recycled materials. Stay tuned for the results and tips on how to make your own! #SustainableYoga;https://images.unsplash.com/photo-1601925260368-ae2f83cf8b7f?q=80&w=3133&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;110;25;21;Eco-Friendly Fitness;EcoFit;Fitness enthusiast with a passion for keeping both body and planet healthy.;https://images.unsplash.com/photo-1526096478311-ff9cf8d38693?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4800;0;0;;descriptive;16
17;03.05.24 19:00;Yoga enthusiast Gisele Bündchen believes in the power of starting her day with yoga. Why not roll out your mat now? #YogaInspiration;;Image showing …;134;25;19;Yoga and Wellness;YogaWellness;Spreading love and light through yoga and holistic wellness practices.;https://images.unsplash.com/photo-1554244933-d876deb6b2ff?q=80&w=3880&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;8200;0;0;;descriptive;17
18;03.05.24 21:15;According to Zac Efron, staying hydrated is the key to great skin and energy. Don't forget your water bottle today! #HydrationTips;https://images.unsplash.com/photo-1605539585404-a846f1193d19?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;89;14;10;Fitness and Hydration;FitAndHydrate;Sharing fitness tips and the importance of staying hydrated.;https://images.unsplash.com/photo-1644225450138-9f4f9e2d4582?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;5400;0;0;;descriptive;18
19;03.05.24 07:45;Start your day with a superfood smoothie bowl! Pack it with berries, chia seeds, and a spoonful of almond butter for a protein boost. #SuperfoodBreakfast;https://images.unsplash.com/photo-1570696516188-ade861b84a49?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;88;14;13;Healthy Eats;HealthyEatsHome;Sharing simple and healthy meal ideas that don't skimp on flavor.;https://images.unsplash.com/photo-1620706857370-e1b9770e8bb1?q=80&w=3764&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4900;0;0;;descriptive;19
20;03.05.24 07:00;Rise and shine! Start your morning with a 10-minute meditation to clear your mind. #MorningRoutine;https://images.unsplash.com/photo-1517363898874-737b62a7db91?q=80&w=2321&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;89;13;9;Mindful Mornings;MindfulAM;Helping you start your day with peace and positivity.;https://images.unsplash.com/photo-1506126613408-eca07ce68773?q=80&w=2202&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;5000;0;0;;descriptive;20
21;03.05.24 16:45;That moment when your yoga mat is your best friend. #YogaLife;https://images.unsplash.com/photo-1604431696980-07e518647bec?q=80&w=3875&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;132;24;17;Yoga and Wellness;YogaWellness;Spreading love and light through yoga and holistic wellness practices.;https://images.unsplash.com/photo-1554244933-d876deb6b2ff?q=80&w=3880&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;8200;0;0;;descriptive;21
22;03.05.24 15:20;A healthy outside starts from the inside. What are you eating to fuel your body today? #HealthyEating;;Image showing …;93;20;10;Healthy Eats;HealthyEatsHome;Sharing simple and healthy meal ideas that don't skimp on flavor.;https://images.unsplash.com/photo-1620706857370-e1b9770e8bb1?q=80&w=3764&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4900;0;0;;descriptive;22
23;03.05.24 22:30;Hydration hack: Infuse your water with fruits like lemon, lime, or berries for a refreshing twist. Staying hydrated never tasted so good! #HydrationHack;https://images.unsplash.com/photo-1587473555771-96aef0d968cc?q=80&w=3456&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;132;29;25;Fitness and Hydration;FitAndHydrate;Sharing fitness tips and the importance of staying hydrated.;https://images.unsplash.com/photo-1644225450138-9f4f9e2d4582?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;5400;0;0;;descriptive;23
24;03.05.24 10:30;Don’t forget to stretch every hour! Try this simple neck rotation: Slowly turn your head left, hold, then right, and hold. Relieves tension instantly. #StretchAtWork;https://images.unsplash.com/photo-1558349768-279a6d352b66?q=80&w=3838&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;82;15;14;Office Wellness Guru;OfficeWellGuru;Your guide to staying healthy at your desk. Tips, tricks, and reminders for office wellness.;https://images.unsplash.com/photo-1489278353717-f64c6ee8a4d2?q=80&w=2976&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4500;0;0;;descriptive;24
25;03.05.24 14:00;Every wellness journey is unique. Celebrate your own path, even if it's just choosing stairs over the elevator today! #SmallWins;https://images.unsplash.com/photo-1510278248113-c757b233ccbc?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;60;10;8;SelfCare Sanctuary;SelfCareSanct;Promoting self-care and mental health awareness. Take care, be aware.;https://images.unsplash.com/photo-1548191194-b3d4f051fd7d?q=80&w=3536&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;7300;0;0;;descriptive;25
26;03.05.24 20:40;Evening meditation might be the tool you need to transition from a hectic day to a restful night. #EveningCalm;https://images.unsplash.com/photo-1554067559-269708c83fb6?q=80&w=3434&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;88;14;10;Evening Relaxation;RelaxEvenings;Encouraging balance in life with nights dedicated to relaxation and self-care.;https://images.unsplash.com/photo-1498994292978-4d6ff757c6dc?q=80&w=2516&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;2700;0;0;;descriptive;26
27;04.05.24 17:45;Did you know that cycling to work can cut down your carbon footprint significantly? Plus, it's a great leg workout! #EcoFitness;https://images.unsplash.com/photo-1596039793618-eefbea88105a?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;104;22;18;Eco-Friendly Fitness;EcoFit;Fitness enthusiast with a passion for keeping both body and planet healthy.;https://images.unsplash.com/photo-1526096478311-ff9cf8d38693?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4800;0;0;;descriptive;27
28;04.05.24 06:45;Early morning run done! Nothing beats the quiet streets and the fresh air. #MorningRun;https://images.unsplash.com/photo-1516398810565-0cb4310bb8ea?q=80&w=2718&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;134;22;15;Fitness and Hydration;FitAndHydrate;Sharing fitness tips and the importance of staying hydrated.;https://images.unsplash.com/photo-1644225450138-9f4f9e2d4582?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;5400;0;0;;descriptive;28
29;04.05.24 17:30;PSA: Taking time for yourself isn't selfish—it's necessary. Book that spa day, you deserve it! #SelfCare;https://images.unsplash.com/photo-1583416750470-965b2707b355?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;143;23;20;SelfCare Sanctuary;SelfCareSanct;Promoting self-care and mental health awareness. Take care, be aware.;https://images.unsplash.com/photo-1548191194-b3d4f051fd7d?q=80&w=3536&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;7300;0;0;;descriptive;29
30;04.05.24 16:45;Chris Hemsworth recommends mixing up your fitness routine to keep it exciting. Today, try something new! #FitnessTips;;Image showing …;120;20;15;Celeb Wellness Tips;CelebWellnessTips;Bringing you the best wellness tips from your favorite celebrities.;https://images.unsplash.com/photo-1574438831819-751d670e7fda?q=80&w=3716&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;8000;0;0;;descriptive;30
31;04.05.24 18:00;End your day with a plank challenge: Hold a plank for as long as you can, aim to increase by a few seconds each day. Great for core and back strength! #PlankChallenge;https://images.unsplash.com/photo-1518644961665-ed172691aaa1?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;113;26;21;Office Wellness Guru;OfficeWellGuru;Your guide to staying healthy at your desk. Tips, tricks, and reminders for office wellness.;https://images.unsplash.com/photo-1489278353717-f64c6ee8a4d2?q=80&w=2976&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4500;0;0;;descriptive;31
32;14.05.24 14:30;Just finished a park cleanup run! Combining jogging with picking up litter along the path feels doubly rewarding. #Plogging;https://images.unsplash.com/photo-1474465847590-4d2b58fe9afb?q=80&w=3340&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;98;20;15;Eco-Friendly Fitness;EcoFit;Fitness enthusiast with a passion for keeping both body and planet healthy.;https://images.unsplash.com/photo-1526096478311-ff9cf8d38693?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4800;0;0;;descriptive;32
33;04.05.24 10:00;Inspired by Jennifer Aniston: Start your day with a good sweat session and a smoothie packed with greens. #HealthRoutine;https://images.unsplash.com/photo-1599901860904-17e6ed7083a0?q=80&w=3600&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;108;18;14;Celeb Wellness Tips;CelebWellnessTips;Bringing you the best wellness tips from your favorite celebrities.;https://images.unsplash.com/photo-1574438831819-751d670e7fda?q=80&w=3716&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;8000;0;0;;descriptive;33
34;04.05.24 18:45;Sunset yoga sessions are the perfect way to end the day. Who's joining me? 🌅 #EveningYoga;https://images.unsplash.com/photo-1573388310951-a6c430804ddc?q=80&w=3776&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;120;25;12;Yoga and Wellness;YogaWellness;Spreading love and light through yoga and holistic wellness practices.;https://images.unsplash.com/photo-1554244933-d876deb6b2ff?q=80&w=3880&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;8200;0;0;;descriptive;34
35;04.05.24 23:00;Sometimes the best wellness plan is just catching up on your favorite series with no interruptions. #ChillNightIn;https://images.unsplash.com/photo-1627122699541-e9a4445aea38?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;92;17;9;Evening Relaxation;RelaxEvenings;Encouraging balance in life with nights dedicated to relaxation and self-care.;https://images.unsplash.com/photo-1498994292978-4d6ff757c6dc?q=80&w=2516&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;2700;0;0;;descriptive;35
36;04.05.24 18:01;lando yoga? yes please… my mind went straight to these photos;https://pbs.twimg.com/media/GMgvgbyWcAAEy4u?format=jpg&name=large;Image showing …;321;32;2;Celeb Wellness Tips;CelebWellnessTips;Bringing you the best wellness tips from your favorite celebrities.;https://images.unsplash.com/photo-1574438831819-751d670e7fda?q=80&w=3716&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;8000;0;0;;descriptive;36
37;01.05.24 09:30;Did you know? Just 30 minutes of yoga can boost your energy levels and decrease stress. Try it today! #YogaBenefits;https://images.unsplash.com/photo-1567281105113-a9b2effdc9a8?q=80&w=3871&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;76;11;8;Yoga and Wellness;YogaWellness;Spreading love and light through yoga and holistic wellness practices.;https://images.unsplash.com/photo-1554244933-d876deb6b2ff?q=80&w=3880&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;8200;0;0;;generic;1
38;01.05.24 08:00;Morning office warriors! Start your day by swapping your chair for a stability ball. Great for posture and core strength! #OfficeFitness;https://images.unsplash.com/photo-1600695044624-65f0ea897e3b?q=80&w=3168&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;75;12;11;Office Wellness Guru;OfficeWellGuru;Your guide to staying healthy at your desk. Tips, tricks, and reminders for office wellness.;https://images.unsplash.com/photo-1489278353717-f64c6ee8a4d2?q=80&w=2976&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4500;0;0;;generic;2
39;01.05.24 08:10;Breathing exercises can help reduce stress levels instantly. Try taking deep breaths for a few minutes today. #BreathWork;https://images.unsplash.com/photo-1590048531448-abc75e64f28d?q=80&w=3072&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;Image showing …;110;17;13;Office Wellness Guru;OfficeWellGuru;Your guide to staying healthy at your desk. Tips, tricks, and reminders for office wellness.;https://images.unsplash.com/photo-1489278353717-f64c6ee8a4d2?q=80&w=2976&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;4500;0;0;;generic;3
